"Var1","Var2","Var3","Freq"
"28277","COU","2010.01","Nesillas typica",0
"28278","CSN","2010.01","Nesillas typica",0
"28279","KRP","2010.01","Nesillas typica",0
"28280","MAS","2010.01","Nesillas typica",0
"28281","NAK","2010.01","Nesillas typica",0
"28282","NNN","2010.01","Nesillas typica",0
"28283","PSH","2010.01","Nesillas typica",0
"28284","RNF","2010.01","Nesillas typica",1
"28285","UDZ","2010.01","Nesillas typica",0
"28286","VB-","2010.01","Nesillas typica",0
"28287","YAN","2010.01","Nesillas typica",0
"28288","YAS","2010.01","Nesillas typica",0
"28289","BBS","2011.01","Nesillas typica",0
"28290","BCI","2011.01","Nesillas typica",0
"28291","BIF","2011.01","Nesillas typica",0
"28292","CAX","2011.01","Nesillas typica",0
"28293","COU","2011.01","Nesillas typica",0
"28294","CSN","2011.01","Nesillas typica",0
"28295","KRP","2011.01","Nesillas typica",0
"28296","MAS","2011.01","Nesillas typica",0
"28297","NAK","2011.01","Nesillas typica",0
"28298","NNN","2011.01","Nesillas typica",0
"28299","PSH","2011.01","Nesillas typica",0
"28300","RNF","2011.01","Nesillas typica",0
"28301","UDZ","2011.01","Nesillas typica",0
"28302","VB-","2011.01","Nesillas typica",0
"28303","YAN","2011.01","Nesillas typica",0
"28304","YAS","2011.01","Nesillas typica",0
"28305","BBS","2012.01","Nesillas typica",0
"28306","BCI","2012.01","Nesillas typica",0
"28307","BIF","2012.01","Nesillas typica",0
"28308","CAX","2012.01","Nesillas typica",0
"28309","COU","2012.01","Nesillas typica",0
"28310","CSN","2012.01","Nesillas typica",0
"28311","KRP","2012.01","Nesillas typica",0
"28312","MAS","2012.01","Nesillas typica",0
"28313","NAK","2012.01","Nesillas typica",0
"28314","NNN","2012.01","Nesillas typica",0
"28315","PSH","2012.01","Nesillas typica",0
"28316","RNF","2012.01","Nesillas typica",0
"28317","UDZ","2012.01","Nesillas typica",0
"28318","VB-","2012.01","Nesillas typica",0
"28319","YAN","2012.01","Nesillas typica",0
"28320","YAS","2012.01","Nesillas typica",0
"28321","BBS","2013.01","Nesillas typica",0
"28322","BCI","2013.01","Nesillas typica",0
"28323","BIF","2013.01","Nesillas typica",0
"28324","CAX","2013.01","Nesillas typica",0
"28325","COU","2013.01","Nesillas typica",0
"28326","CSN","2013.01","Nesillas typica",0
"28327","KRP","2013.01","Nesillas typica",0
"28328","MAS","2013.01","Nesillas typica",0
"28329","NAK","2013.01","Nesillas typica",0
"28330","NNN","2013.01","Nesillas typica",0
"28331","PSH","2013.01","Nesillas typica",0
"28332","RNF","2013.01","Nesillas typica",0
"28333","UDZ","2013.01","Nesillas typica",0
"28334","VB-","2013.01","Nesillas typica",0
"28335","YAN","2013.01","Nesillas typica",0
"28336","YAS","2013.01","Nesillas typica",0
"28337","BBS","2007.01","Nesoenas picturata",0
"28338","BCI","2007.01","Nesoenas picturata",0
"28339","BIF","2007.01","Nesoenas picturata",0
"28340","CAX","2007.01","Nesoenas picturata",0
"28341","COU","2007.01","Nesoenas picturata",0
"28342","CSN","2007.01","Nesoenas picturata",0
"28343","KRP","2007.01","Nesoenas picturata",0
"28344","MAS","2007.01","Nesoenas picturata",0
"28345","NAK","2007.01","Nesoenas picturata",0
"28346","NNN","2007.01","Nesoenas picturata",0
"28347","PSH","2007.01","Nesoenas picturata",0
"28348","RNF","2007.01","Nesoenas picturata",0
"28349","UDZ","2007.01","Nesoenas picturata",0
"28350","VB-","2007.01","Nesoenas picturata",0
"28351","YAN","2007.01","Nesoenas picturata",0
"28352","YAS","2007.01","Nesoenas picturata",0
"28353","BBS","2008.01","Nesoenas picturata",0
"28354","BCI","2008.01","Nesoenas picturata",0
"28355","BIF","2008.01","Nesoenas picturata",0
"28356","CAX","2008.01","Nesoenas picturata",0
"28357","COU","2008.01","Nesoenas picturata",0
"28358","CSN","2008.01","Nesoenas picturata",0
"28359","KRP","2008.01","Nesoenas picturata",0
"28360","MAS","2008.01","Nesoenas picturata",0
"28361","NAK","2008.01","Nesoenas picturata",0
"28362","NNN","2008.01","Nesoenas picturata",0
"28363","PSH","2008.01","Nesoenas picturata",0
"28364","RNF","2008.01","Nesoenas picturata",0
"28365","UDZ","2008.01","Nesoenas picturata",0
"28366","VB-","2008.01","Nesoenas picturata",0
"28367","YAN","2008.01","Nesoenas picturata",0
"28368","YAS","2008.01","Nesoenas picturata",0
"28369","BBS","2009.01","Nesoenas picturata",0
"28370","BCI","2009.01","Nesoenas picturata",0
"28371","BIF","2009.01","Nesoenas picturata",0
"28372","CAX","2009.01","Nesoenas picturata",0
"28373","COU","2009.01","Nesoenas picturata",0
"28374","CSN","2009.01","Nesoenas picturata",0
"28375","KRP","2009.01","Nesoenas picturata",0
"28376","MAS","2009.01","Nesoenas picturata",0
"28377","NAK","2009.01","Nesoenas picturata",0
"28378","NNN","2009.01","Nesoenas picturata",0
"28379","PSH","2009.01","Nesoenas picturata",0
"28380","RNF","2009.01","Nesoenas picturata",0
"28381","UDZ","2009.01","Nesoenas picturata",0
"28382","VB-","2009.01","Nesoenas picturata",0
"28383","YAN","2009.01","Nesoenas picturata",0
"28384","YAS","2009.01","Nesoenas picturata",0
"28385","BBS","2010.01","Nesoenas picturata",0
"28386","BCI","2010.01","Nesoenas picturata",0
"28387","BIF","2010.01","Nesoenas picturata",0
"28388","CAX","2010.01","Nesoenas picturata",0
"28389","COU","2010.01","Nesoenas picturata",0
"28390","CSN","2010.01","Nesoenas picturata",0
"28391","KRP","2010.01","Nesoenas picturata",0
"28392","MAS","2010.01","Nesoenas picturata",0
"28393","NAK","2010.01","Nesoenas picturata",0
"28394","NNN","2010.01","Nesoenas picturata",0
"28395","PSH","2010.01","Nesoenas picturata",0
"28396","RNF","2010.01","Nesoenas picturata",79
"28397","UDZ","2010.01","Nesoenas picturata",0
"28398","VB-","2010.01","Nesoenas picturata",0
"28399","YAN","2010.01","Nesoenas picturata",0
"28400","YAS","2010.01","Nesoenas picturata",0
"28401","BBS","2011.01","Nesoenas picturata",0
"28402","BCI","2011.01","Nesoenas picturata",0
"28403","BIF","2011.01","Nesoenas picturata",0
"28404","CAX","2011.01","Nesoenas picturata",0
"28405","COU","2011.01","Nesoenas picturata",0
"28406","CSN","2011.01","Nesoenas picturata",0
"28407","KRP","2011.01","Nesoenas picturata",0
"28408","MAS","2011.01","Nesoenas picturata",0
"28409","NAK","2011.01","Nesoenas picturata",0
"28410","NNN","2011.01","Nesoenas picturata",0
"28411","PSH","2011.01","Nesoenas picturata",0
"28412","RNF","2011.01","Nesoenas picturata",153
"28413","UDZ","2011.01","Nesoenas picturata",0
"28414","VB-","2011.01","Nesoenas picturata",0
"28415","YAN","2011.01","Nesoenas picturata",0
"28416","YAS","2011.01","Nesoenas picturata",0
"28417","BBS","2012.01","Nesoenas picturata",0
"28418","BCI","2012.01","Nesoenas picturata",0
"28419","BIF","2012.01","Nesoenas picturata",0
"28420","CAX","2012.01","Nesoenas picturata",0
"28421","COU","2012.01","Nesoenas picturata",0
"28422","CSN","2012.01","Nesoenas picturata",0
"28423","KRP","2012.01","Nesoenas picturata",0
"28424","MAS","2012.01","Nesoenas picturata",0
"28425","NAK","2012.01","Nesoenas picturata",0
"28426","NNN","2012.01","Nesoenas picturata",0
"28427","PSH","2012.01","Nesoenas picturata",0
"28428","RNF","2012.01","Nesoenas picturata",270
"28429","UDZ","2012.01","Nesoenas picturata",0
"28430","VB-","2012.01","Nesoenas picturata",0
"28431","YAN","2012.01","Nesoenas picturata",0
"28432","YAS","2012.01","Nesoenas picturata",0
"28433","BBS","2013.01","Nesoenas picturata",0
"28434","BCI","2013.01","Nesoenas picturata",0
"28435","BIF","2013.01","Nesoenas picturata",0
"28436","CAX","2013.01","Nesoenas picturata",0
"28437","COU","2013.01","Nesoenas picturata",0
"28438","CSN","2013.01","Nesoenas picturata",0
"28439","KRP","2013.01","Nesoenas picturata",0
"28440","MAS","2013.01","Nesoenas picturata",0
"28441","NAK","2013.01","Nesoenas picturata",0
"28442","NNN","2013.01","Nesoenas picturata",0
"28443","PSH","2013.01","Nesoenas picturata",0
"28444","RNF","2013.01","Nesoenas picturata",0
"28445","UDZ","2013.01","Nesoenas picturata",0
"28446","VB-","2013.01","Nesoenas picturata",0
"28447","YAN","2013.01","Nesoenas picturata",0
"28448","YAS","2013.01","Nesoenas picturata",0
"28449","BBS","2007.01","Nesomys rufus",0
"28450","BCI","2007.01","Nesomys rufus",0
"28451","BIF","2007.01","Nesomys rufus",0
"28452","CAX","2007.01","Nesomys rufus",0
"28453","COU","2007.01","Nesomys rufus",0
"28454","CSN","2007.01","Nesomys rufus",0
"28455","KRP","2007.01","Nesomys rufus",0
"28456","MAS","2007.01","Nesomys rufus",0
"28457","NAK","2007.01","Nesomys rufus",0
"28458","NNN","2007.01","Nesomys rufus",0
"28459","PSH","2007.01","Nesomys rufus",0
"28460","RNF","2007.01","Nesomys rufus",0
"28461","UDZ","2007.01","Nesomys rufus",0
"28462","VB-","2007.01","Nesomys rufus",0
"28463","YAN","2007.01","Nesomys rufus",0
"28464","YAS","2007.01","Nesomys rufus",0
"28465","BBS","2008.01","Nesomys rufus",0
"28466","BCI","2008.01","Nesomys rufus",0
"28467","BIF","2008.01","Nesomys rufus",0
"28468","CAX","2008.01","Nesomys rufus",0
"28469","COU","2008.01","Nesomys rufus",0
"28470","CSN","2008.01","Nesomys rufus",0
"28471","KRP","2008.01","Nesomys rufus",0
"28472","MAS","2008.01","Nesomys rufus",0
"28473","NAK","2008.01","Nesomys rufus",0
"28474","NNN","2008.01","Nesomys rufus",0
"28475","PSH","2008.01","Nesomys rufus",0
"28476","RNF","2008.01","Nesomys rufus",0
"28477","UDZ","2008.01","Nesomys rufus",0
"28478","VB-","2008.01","Nesomys rufus",0
"28479","YAN","2008.01","Nesomys rufus",0
"28480","YAS","2008.01","Nesomys rufus",0
"28481","BBS","2009.01","Nesomys rufus",0
"28482","BCI","2009.01","Nesomys rufus",0
"28483","BIF","2009.01","Nesomys rufus",0
"28484","CAX","2009.01","Nesomys rufus",0
"28485","COU","2009.01","Nesomys rufus",0
"28486","CSN","2009.01","Nesomys rufus",0
"28487","KRP","2009.01","Nesomys rufus",0
"28488","MAS","2009.01","Nesomys rufus",0
"28489","NAK","2009.01","Nesomys rufus",0
"28490","NNN","2009.01","Nesomys rufus",0
"28491","PSH","2009.01","Nesomys rufus",0
"28492","RNF","2009.01","Nesomys rufus",0
"28493","UDZ","2009.01","Nesomys rufus",0
"28494","VB-","2009.01","Nesomys rufus",0
"28495","YAN","2009.01","Nesomys rufus",0
"28496","YAS","2009.01","Nesomys rufus",0
"28497","BBS","2010.01","Nesomys rufus",0
"28498","BCI","2010.01","Nesomys rufus",0
"28499","BIF","2010.01","Nesomys rufus",0
"28500","CAX","2010.01","Nesomys rufus",0
"28501","COU","2010.01","Nesomys rufus",0
"28502","CSN","2010.01","Nesomys rufus",0
"28503","KRP","2010.01","Nesomys rufus",0
"28504","MAS","2010.01","Nesomys rufus",0
"28505","NAK","2010.01","Nesomys rufus",0
"28506","NNN","2010.01","Nesomys rufus",0
"28507","PSH","2010.01","Nesomys rufus",0
"28508","RNF","2010.01","Nesomys rufus",456
"28509","UDZ","2010.01","Nesomys rufus",0
"28510","VB-","2010.01","Nesomys rufus",0
"28511","YAN","2010.01","Nesomys rufus",0
"28512","YAS","2010.01","Nesomys rufus",0
"28513","BBS","2011.01","Nesomys rufus",0
"28514","BCI","2011.01","Nesomys rufus",0
"28515","BIF","2011.01","Nesomys rufus",0
"28516","CAX","2011.01","Nesomys rufus",0
"28517","COU","2011.01","Nesomys rufus",0
"28518","CSN","2011.01","Nesomys rufus",0
"28519","KRP","2011.01","Nesomys rufus",0
"28520","MAS","2011.01","Nesomys rufus",0
"28521","NAK","2011.01","Nesomys rufus",0
"28522","NNN","2011.01","Nesomys rufus",0
"28523","PSH","2011.01","Nesomys rufus",0
"28524","RNF","2011.01","Nesomys rufus",407
"28525","UDZ","2011.01","Nesomys rufus",0
"28526","VB-","2011.01","Nesomys rufus",0
"28527","YAN","2011.01","Nesomys rufus",0
"28528","YAS","2011.01","Nesomys rufus",0
"28529","BBS","2012.01","Nesomys rufus",0
"28530","BCI","2012.01","Nesomys rufus",0
"28531","BIF","2012.01","Nesomys rufus",0
"28532","CAX","2012.01","Nesomys rufus",0
"28533","COU","2012.01","Nesomys rufus",0
"28534","CSN","2012.01","Nesomys rufus",0
"28535","KRP","2012.01","Nesomys rufus",0
"28536","MAS","2012.01","Nesomys rufus",0
"28537","NAK","2012.01","Nesomys rufus",0
"28538","NNN","2012.01","Nesomys rufus",0
"28539","PSH","2012.01","Nesomys rufus",0
"28540","RNF","2012.01","Nesomys rufus",176
"28541","UDZ","2012.01","Nesomys rufus",0
"28542","VB-","2012.01","Nesomys rufus",0
"28543","YAN","2012.01","Nesomys rufus",0
"28544","YAS","2012.01","Nesomys rufus",0
"28545","BBS","2013.01","Nesomys rufus",0
"28546","BCI","2013.01","Nesomys rufus",0
"28547","BIF","2013.01","Nesomys rufus",0
"28548","CAX","2013.01","Nesomys rufus",0
"28549","COU","2013.01","Nesomys rufus",0
"28550","CSN","2013.01","Nesomys rufus",0
"28551","KRP","2013.01","Nesomys rufus",0
"28552","MAS","2013.01","Nesomys rufus",0
"28553","NAK","2013.01","Nesomys rufus",0
"28554","NNN","2013.01","Nesomys rufus",0
"28555","PSH","2013.01","Nesomys rufus",0
"28556","RNF","2013.01","Nesomys rufus",0
"28557","UDZ","2013.01","Nesomys rufus",0
"28558","VB-","2013.01","Nesomys rufus",0
"28559","YAN","2013.01","Nesomys rufus",0
"28560","YAS","2013.01","Nesomys rufus",0
"28561","BBS","2007.01","Nothocercus bonapartei",0
"28562","BCI","2007.01","Nothocercus bonapartei",0
"28563","BIF","2007.01","Nothocercus bonapartei",0
"28564","CAX","2007.01","Nothocercus bonapartei",0
"28565","COU","2007.01","Nothocercus bonapartei",0
"28566","CSN","2007.01","Nothocercus bonapartei",0
"28567","KRP","2007.01","Nothocercus bonapartei",0
"28568","MAS","2007.01","Nothocercus bonapartei",0
"28569","NAK","2007.01","Nothocercus bonapartei",0
"28570","NNN","2007.01","Nothocercus bonapartei",0
"28571","PSH","2007.01","Nothocercus bonapartei",0
"28572","RNF","2007.01","Nothocercus bonapartei",0
"28573","UDZ","2007.01","Nothocercus bonapartei",0
"28574","VB-","2007.01","Nothocercus bonapartei",0
"28575","YAN","2007.01","Nothocercus bonapartei",0
"28576","YAS","2007.01","Nothocercus bonapartei",0
"28577","BBS","2008.01","Nothocercus bonapartei",0
"28578","BCI","2008.01","Nothocercus bonapartei",0
"28579","BIF","2008.01","Nothocercus bonapartei",0
"28580","CAX","2008.01","Nothocercus bonapartei",0
"28581","COU","2008.01","Nothocercus bonapartei",0
"28582","CSN","2008.01","Nothocercus bonapartei",0
"28583","KRP","2008.01","Nothocercus bonapartei",0
"28584","MAS","2008.01","Nothocercus bonapartei",0
"28585","NAK","2008.01","Nothocercus bonapartei",0
"28586","NNN","2008.01","Nothocercus bonapartei",0
"28587","PSH","2008.01","Nothocercus bonapartei",0
"28588","RNF","2008.01","Nothocercus bonapartei",0
"28589","UDZ","2008.01","Nothocercus bonapartei",0
"28590","VB-","2008.01","Nothocercus bonapartei",0
"28591","YAN","2008.01","Nothocercus bonapartei",0
"28592","YAS","2008.01","Nothocercus bonapartei",0
"28593","BBS","2009.01","Nothocercus bonapartei",0
"28594","BCI","2009.01","Nothocercus bonapartei",0
"28595","BIF","2009.01","Nothocercus bonapartei",0
"28596","CAX","2009.01","Nothocercus bonapartei",0
"28597","COU","2009.01","Nothocercus bonapartei",0
"28598","CSN","2009.01","Nothocercus bonapartei",0
"28599","KRP","2009.01","Nothocercus bonapartei",0
"28600","MAS","2009.01","Nothocercus bonapartei",0
"28601","NAK","2009.01","Nothocercus bonapartei",0
"28602","NNN","2009.01","Nothocercus bonapartei",0
"28603","PSH","2009.01","Nothocercus bonapartei",0
"28604","RNF","2009.01","Nothocercus bonapartei",0
"28605","UDZ","2009.01","Nothocercus bonapartei",0
"28606","VB-","2009.01","Nothocercus bonapartei",0
"28607","YAN","2009.01","Nothocercus bonapartei",0
"28608","YAS","2009.01","Nothocercus bonapartei",0
"28609","BBS","2010.01","Nothocercus bonapartei",0
"28610","BCI","2010.01","Nothocercus bonapartei",0
"28611","BIF","2010.01","Nothocercus bonapartei",0
"28612","CAX","2010.01","Nothocercus bonapartei",0
"28613","COU","2010.01","Nothocercus bonapartei",0
"28614","CSN","2010.01","Nothocercus bonapartei",0
"28615","KRP","2010.01","Nothocercus bonapartei",0
"28616","MAS","2010.01","Nothocercus bonapartei",0
"28617","NAK","2010.01","Nothocercus bonapartei",0
"28618","NNN","2010.01","Nothocercus bonapartei",0
"28619","PSH","2010.01","Nothocercus bonapartei",0
"28620","RNF","2010.01","Nothocercus bonapartei",0
"28621","UDZ","2010.01","Nothocercus bonapartei",0
"28622","VB-","2010.01","Nothocercus bonapartei",0
"28623","YAN","2010.01","Nothocercus bonapartei",0
"28624","YAS","2010.01","Nothocercus bonapartei",0
"28625","BBS","2011.01","Nothocercus bonapartei",0
"28626","BCI","2011.01","Nothocercus bonapartei",0
"28627","BIF","2011.01","Nothocercus bonapartei",0
"28628","CAX","2011.01","Nothocercus bonapartei",0
"28629","COU","2011.01","Nothocercus bonapartei",0
"28630","CSN","2011.01","Nothocercus bonapartei",0
"28631","KRP","2011.01","Nothocercus bonapartei",0
"28632","MAS","2011.01","Nothocercus bonapartei",0
"28633","NAK","2011.01","Nothocercus bonapartei",0
"28634","NNN","2011.01","Nothocercus bonapartei",0
"28635","PSH","2011.01","Nothocercus bonapartei",0
"28636","RNF","2011.01","Nothocercus bonapartei",0
"28637","UDZ","2011.01","Nothocercus bonapartei",0
"28638","VB-","2011.01","Nothocercus bonapartei",0
"28639","YAN","2011.01","Nothocercus bonapartei",0
"28640","YAS","2011.01","Nothocercus bonapartei",0
"28641","BBS","2012.01","Nothocercus bonapartei",0
"28642","BCI","2012.01","Nothocercus bonapartei",0
"28643","BIF","2012.01","Nothocercus bonapartei",0
"28644","CAX","2012.01","Nothocercus bonapartei",0
"28645","COU","2012.01","Nothocercus bonapartei",0
"28646","CSN","2012.01","Nothocercus bonapartei",0
"28647","KRP","2012.01","Nothocercus bonapartei",0
"28648","MAS","2012.01","Nothocercus bonapartei",0
"28649","NAK","2012.01","Nothocercus bonapartei",0
"28650","NNN","2012.01","Nothocercus bonapartei",0
"28651","PSH","2012.01","Nothocercus bonapartei",0
"28652","RNF","2012.01","Nothocercus bonapartei",0
"28653","UDZ","2012.01","Nothocercus bonapartei",0
"28654","VB-","2012.01","Nothocercus bonapartei",6
"28655","YAN","2012.01","Nothocercus bonapartei",0
"28656","YAS","2012.01","Nothocercus bonapartei",0
"28657","BBS","2013.01","Nothocercus bonapartei",0
"28658","BCI","2013.01","Nothocercus bonapartei",0
"28659","BIF","2013.01","Nothocercus bonapartei",0
"28660","CAX","2013.01","Nothocercus bonapartei",0
"28661","COU","2013.01","Nothocercus bonapartei",0
"28662","CSN","2013.01","Nothocercus bonapartei",0
"28663","KRP","2013.01","Nothocercus bonapartei",0
"28664","MAS","2013.01","Nothocercus bonapartei",0
"28665","NAK","2013.01","Nothocercus bonapartei",0
"28666","NNN","2013.01","Nothocercus bonapartei",0
"28667","PSH","2013.01","Nothocercus bonapartei",0
"28668","RNF","2013.01","Nothocercus bonapartei",0
"28669","UDZ","2013.01","Nothocercus bonapartei",0
"28670","VB-","2013.01","Nothocercus bonapartei",0
"28671","YAN","2013.01","Nothocercus bonapartei",0
"28672","YAS","2013.01","Nothocercus bonapartei",0
"28673","BBS","2007.01","Nothocrax urumutum",0
"28674","BCI","2007.01","Nothocrax urumutum",0
"28675","BIF","2007.01","Nothocrax urumutum",0
"28676","CAX","2007.01","Nothocrax urumutum",0
"28677","COU","2007.01","Nothocrax urumutum",0
"28678","CSN","2007.01","Nothocrax urumutum",0
"28679","KRP","2007.01","Nothocrax urumutum",0
"28680","MAS","2007.01","Nothocrax urumutum",0
"28681","NAK","2007.01","Nothocrax urumutum",0
"28682","NNN","2007.01","Nothocrax urumutum",0
"28683","PSH","2007.01","Nothocrax urumutum",0
"28684","RNF","2007.01","Nothocrax urumutum",0
"28685","UDZ","2007.01","Nothocrax urumutum",0
"28686","VB-","2007.01","Nothocrax urumutum",0
"28687","YAN","2007.01","Nothocrax urumutum",0
"28688","YAS","2007.01","Nothocrax urumutum",0
"28689","BBS","2008.01","Nothocrax urumutum",0
"28690","BCI","2008.01","Nothocrax urumutum",0
"28691","BIF","2008.01","Nothocrax urumutum",0
"28692","CAX","2008.01","Nothocrax urumutum",0
"28693","COU","2008.01","Nothocrax urumutum",0
"28694","CSN","2008.01","Nothocrax urumutum",0
"28695","KRP","2008.01","Nothocrax urumutum",0
"28696","MAS","2008.01","Nothocrax urumutum",0
"28697","NAK","2008.01","Nothocrax urumutum",0
"28698","NNN","2008.01","Nothocrax urumutum",0
"28699","PSH","2008.01","Nothocrax urumutum",0
"28700","RNF","2008.01","Nothocrax urumutum",0
"28701","UDZ","2008.01","Nothocrax urumutum",0
"28702","VB-","2008.01","Nothocrax urumutum",0
"28703","YAN","2008.01","Nothocrax urumutum",0
"28704","YAS","2008.01","Nothocrax urumutum",0
"28705","BBS","2009.01","Nothocrax urumutum",0
"28706","BCI","2009.01","Nothocrax urumutum",0
"28707","BIF","2009.01","Nothocrax urumutum",0
"28708","CAX","2009.01","Nothocrax urumutum",0
"28709","COU","2009.01","Nothocrax urumutum",0
"28710","CSN","2009.01","Nothocrax urumutum",0
"28711","KRP","2009.01","Nothocrax urumutum",0
"28712","MAS","2009.01","Nothocrax urumutum",0
"28713","NAK","2009.01","Nothocrax urumutum",0
"28714","NNN","2009.01","Nothocrax urumutum",0
"28715","PSH","2009.01","Nothocrax urumutum",0
"28716","RNF","2009.01","Nothocrax urumutum",0
"28717","UDZ","2009.01","Nothocrax urumutum",0
"28718","VB-","2009.01","Nothocrax urumutum",0
"28719","YAN","2009.01","Nothocrax urumutum",0
"28720","YAS","2009.01","Nothocrax urumutum",0
"28721","BBS","2010.01","Nothocrax urumutum",0
"28722","BCI","2010.01","Nothocrax urumutum",0
"28723","BIF","2010.01","Nothocrax urumutum",0
"28724","CAX","2010.01","Nothocrax urumutum",0
"28725","COU","2010.01","Nothocrax urumutum",0
"28726","CSN","2010.01","Nothocrax urumutum",0
"28727","KRP","2010.01","Nothocrax urumutum",0
"28728","MAS","2010.01","Nothocrax urumutum",0
"28729","NAK","2010.01","Nothocrax urumutum",0
"28730","NNN","2010.01","Nothocrax urumutum",0
"28731","PSH","2010.01","Nothocrax urumutum",0
"28732","RNF","2010.01","Nothocrax urumutum",0
"28733","UDZ","2010.01","Nothocrax urumutum",0
"28734","VB-","2010.01","Nothocrax urumutum",0
"28735","YAN","2010.01","Nothocrax urumutum",0
"28736","YAS","2010.01","Nothocrax urumutum",0
"28737","BBS","2011.01","Nothocrax urumutum",0
"28738","BCI","2011.01","Nothocrax urumutum",0
"28739","BIF","2011.01","Nothocrax urumutum",0
"28740","CAX","2011.01","Nothocrax urumutum",0
"28741","COU","2011.01","Nothocrax urumutum",0
"28742","CSN","2011.01","Nothocrax urumutum",0
"28743","KRP","2011.01","Nothocrax urumutum",0
"28744","MAS","2011.01","Nothocrax urumutum",0
"28745","NAK","2011.01","Nothocrax urumutum",0
"28746","NNN","2011.01","Nothocrax urumutum",0
"28747","PSH","2011.01","Nothocrax urumutum",0
"28748","RNF","2011.01","Nothocrax urumutum",0
"28749","UDZ","2011.01","Nothocrax urumutum",0
"28750","VB-","2011.01","Nothocrax urumutum",0
"28751","YAN","2011.01","Nothocrax urumutum",0
"28752","YAS","2011.01","Nothocrax urumutum",550
"28753","BBS","2012.01","Nothocrax urumutum",0
"28754","BCI","2012.01","Nothocrax urumutum",0
"28755","BIF","2012.01","Nothocrax urumutum",0
"28756","CAX","2012.01","Nothocrax urumutum",0
"28757","COU","2012.01","Nothocrax urumutum",0
"28758","CSN","2012.01","Nothocrax urumutum",0
"28759","KRP","2012.01","Nothocrax urumutum",0
"28760","MAS","2012.01","Nothocrax urumutum",0
"28761","NAK","2012.01","Nothocrax urumutum",0
"28762","NNN","2012.01","Nothocrax urumutum",0
"28763","PSH","2012.01","Nothocrax urumutum",0
"28764","RNF","2012.01","Nothocrax urumutum",0
"28765","UDZ","2012.01","Nothocrax urumutum",0
"28766","VB-","2012.01","Nothocrax urumutum",0
"28767","YAN","2012.01","Nothocrax urumutum",0
"28768","YAS","2012.01","Nothocrax urumutum",1140
"28769","BBS","2013.01","Nothocrax urumutum",0
"28770","BCI","2013.01","Nothocrax urumutum",0
"28771","BIF","2013.01","Nothocrax urumutum",0
"28772","CAX","2013.01","Nothocrax urumutum",0
"28773","COU","2013.01","Nothocrax urumutum",0
"28774","CSN","2013.01","Nothocrax urumutum",0
"28775","KRP","2013.01","Nothocrax urumutum",0
"28776","MAS","2013.01","Nothocrax urumutum",0
"28777","NAK","2013.01","Nothocrax urumutum",0
"28778","NNN","2013.01","Nothocrax urumutum",0
"28779","PSH","2013.01","Nothocrax urumutum",0
"28780","RNF","2013.01","Nothocrax urumutum",0
"28781","UDZ","2013.01","Nothocrax urumutum",0
"28782","VB-","2013.01","Nothocrax urumutum",0
"28783","YAN","2013.01","Nothocrax urumutum",0
"28784","YAS","2013.01","Nothocrax urumutum",890
"28785","BBS","2007.01","Numida meleagris",0
"28786","BCI","2007.01","Numida meleagris",0
"28787","BIF","2007.01","Numida meleagris",0
"28788","CAX","2007.01","Numida meleagris",0
"28789","COU","2007.01","Numida meleagris",0
"28790","CSN","2007.01","Numida meleagris",0
"28791","KRP","2007.01","Numida meleagris",0
"28792","MAS","2007.01","Numida meleagris",0
"28793","NAK","2007.01","Numida meleagris",0
"28794","NNN","2007.01","Numida meleagris",0
"28795","PSH","2007.01","Numida meleagris",0
"28796","RNF","2007.01","Numida meleagris",0
"28797","UDZ","2007.01","Numida meleagris",0
"28798","VB-","2007.01","Numida meleagris",0
"28799","YAN","2007.01","Numida meleagris",0
"28800","YAS","2007.01","Numida meleagris",0
"28801","BBS","2008.01","Numida meleagris",0
"28802","BCI","2008.01","Numida meleagris",0
"28803","BIF","2008.01","Numida meleagris",0
"28804","CAX","2008.01","Numida meleagris",0
"28805","COU","2008.01","Numida meleagris",0
"28806","CSN","2008.01","Numida meleagris",0
"28807","KRP","2008.01","Numida meleagris",0
"28808","MAS","2008.01","Numida meleagris",0
"28809","NAK","2008.01","Numida meleagris",0
"28810","NNN","2008.01","Numida meleagris",0
"28811","PSH","2008.01","Numida meleagris",0
"28812","RNF","2008.01","Numida meleagris",0
"28813","UDZ","2008.01","Numida meleagris",0
"28814","VB-","2008.01","Numida meleagris",0
"28815","YAN","2008.01","Numida meleagris",0
"28816","YAS","2008.01","Numida meleagris",0
"28817","BBS","2009.01","Numida meleagris",0
"28818","BCI","2009.01","Numida meleagris",0
"28819","BIF","2009.01","Numida meleagris",0
"28820","CAX","2009.01","Numida meleagris",0
"28821","COU","2009.01","Numida meleagris",0
"28822","CSN","2009.01","Numida meleagris",0
"28823","KRP","2009.01","Numida meleagris",0
"28824","MAS","2009.01","Numida meleagris",0
"28825","NAK","2009.01","Numida meleagris",0
"28826","NNN","2009.01","Numida meleagris",0
"28827","PSH","2009.01","Numida meleagris",0
"28828","RNF","2009.01","Numida meleagris",0
"28829","UDZ","2009.01","Numida meleagris",0
"28830","VB-","2009.01","Numida meleagris",0
"28831","YAN","2009.01","Numida meleagris",0
"28832","YAS","2009.01","Numida meleagris",0
"28833","BBS","2010.01","Numida meleagris",0
"28834","BCI","2010.01","Numida meleagris",0
"28835","BIF","2010.01","Numida meleagris",0
